ft.id,Database,Crop,Crop_Water,Database_Water,orderData,SEV_cond,orderBox,Ft
2377,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,977
2379,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1100
2420,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1566
2422,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1490
2425,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,902
2427,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1184
2429,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1273
2434,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1369
2435,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1017
2436,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1225
2442,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,877
2444,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1540
2446,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1512
2447,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1340
2448,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1515
2449,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,724
2451,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1710
2456,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1250
2457,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,886
2458,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1452
2467,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1372
2472,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1281
2473,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1454
2474,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1647
2476,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1311
2477,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1180
2482,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,726
2487,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1282
2490,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,739
2493,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1645
2495,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1408
2496,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1470
2497,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1859
2498,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,929
2500,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1921
2503,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1253
2504,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,712
2505,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1400
2508,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1614
2509,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,773
2510,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,516
2511,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1020
2512,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1199
2514,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1268
2515,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,681
2518,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,508
2520,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,795
2521,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1101
2523,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,897
2526,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1166
2527,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,546
2529,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1573
2530,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,276
2532,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1116
2533,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1117
2539,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,954
2543,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1085
2552,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,2074
2553,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1267
2554,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1991
2557,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1935
2559,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1168
2560,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,929
2561,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1349
2562,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1443
2563,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,995
2565,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1459
2566,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,743
2567,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,710
2569,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1026
2570,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1444
2571,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1038
2576,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,902
2577,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,671
2579,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1130
2580,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1082
2582,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1002
2589,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1337
2591,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1315
2594,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1362
2596,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1245
2597,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,783
2599,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1193
2604,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1507
2606,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1174
2607,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1071
2609,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1005
2612,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,914
2613,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,974
2614,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,417
2616,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,891
2618,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,718
2620,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1149
2622,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1396
2624,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,833
2626,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,715
2628,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,407
2634,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,834
2635,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,858
2638,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,770
2639,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,996
2640,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1272
2641,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1064
2642,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1019
2643,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1046
2645,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,807
2646,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,996
2647,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1002
2648,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,902
2649,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1364
2652,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1161
2653,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1349
2654,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,987
2655,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,818
2658,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1214
2659,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1451
2660,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1260
2661,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1424
2662,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1086
2663,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1367
2665,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,747
2666,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1184
2670,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1531
2672,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1496
2673,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1173
2674,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1440
2675,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1292
2676,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1137
2677,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1509
2678,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,728
2679,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,976
2680,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,966
2681,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,619
2683,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1268
2685,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1434
2686,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1266
2687,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1230
2688,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1198
2690,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1039
2692,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1138
2693,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1338
2697,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,903
2699,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1173
2700,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,334
2701,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1567
2708,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1266
2710,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1307
2712,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1401
2714,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1603
2715,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1426
2716,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1683
2717,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1262
2718,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1853
2720,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1366
2721,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1503
2723,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1367
2724,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1610
2725,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1628
2726,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1706
2727,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1895
2728,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1270
2729,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1443
2730,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1612
2731,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,2058
2732,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,707
2734,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1602
2736,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1653
2737,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1730
2738,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1440
2739,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1301
2741,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1517
2742,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1570
2743,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1725
2745,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1535
2750,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1580
2751,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1644
2755,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1609
2762,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1279
2765,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1184
2766,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1231
2767,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1135
2768,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,756
2771,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,951
2772,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1126
2775,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1165
2777,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1090
2778,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1238
2780,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1183
2782,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1112
2783,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1083
2786,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1096
2790,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,944
2791,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,944
2792,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,798
2795,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,771
2796,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,744
2799,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,702
2800,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,887
2801,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1079
2802,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1079
2805,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1407
2808,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,754
2809,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1074
2811,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,570
2813,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,652
2814,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,900
2816,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1082
2817,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1017
2818,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1409
2819,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1584
2820,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1288
2821,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1321
2822,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1199
2824,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1306
2825,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1021
2827,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1104
2828,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1572
2829,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1299
2830,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1232
2833,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,991
2834,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1453
2835,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,915
2837,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1100
2838,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1209
2840,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1310
2843,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1211
2850,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1449
2858,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1566
2861,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1054
2863,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1486
2864,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1757
2866,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1682
2868,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1830
2869,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1686
2871,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1793
2872,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1770
2873,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1687
2874,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1535
2875,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1883
2880,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1579
2883,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1261
2886,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1421
2890,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1779
2891,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1441
2893,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1947
2894,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1383
2895,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1923
2898,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1885
2899,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1603
2900,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1615
2903,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1847
2905,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1637
2906,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1444
2909,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1518
2910,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,483
2911,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1445
2914,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1414
2915,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1377
2916,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1366
2923,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1480
2926,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1340
2928,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1227
2929,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1300
2932,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1287
2933,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1290
2935,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1304
2937,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1328
2939,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1384
2942,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,869
2943,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1373
2945,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1199
2947,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,574
2950,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1271
2952,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,457
2953,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,307
2954,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,448
2955,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,449
2958,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,448
2960,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,287
2962,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,373
2963,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,864
2965,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,1077
2969,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,246
2970,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,920
2971,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,448
2972,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,293
