code.rfl,Database,Crop,Crop_Water,Database_Water,orderData,SEV_cond,orderBox,NPQI
1449,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.063026876
1450,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.084808217
1451,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.066792134
1452,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.078456296
1453,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.072439098
1454,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.06452288
1455,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.052772962
1519,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.031218687
1520,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.037275768
1521,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.022740743
1522,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.067836579
1523,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.069424162
1524,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.062106168
1525,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.072515556
1526,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.079850257
1540,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.043280425
1541,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.040078282
1542,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.013679241
1544,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.088931528
1545,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.066162325
1546,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.072782818
1547,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.087196473
1548,Mallorca,Almond,Almond_Irrigated,Mallorca_Irrigated,A-M,4-H,0,-0.060143546
A.2,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.022241301
A.3,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.017790648
A.4,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.006915027
A.5,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.011478406
A.6,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.010423097
A.7,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.004631414
A.8,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.003708221
A.9,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.011065211
A.10,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.009798963
A.11,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.006806285
A.12,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.015443
A.13,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.02212632
A.14,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.017753342
A.15,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.015176319
A.16,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.036561594
A.17,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.037757495
A.18,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.017195871
A.19,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.027702118
A.20,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.002557413
A.21,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.004107941
A.22,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.009420847
A.23,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.008694595
A.24,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.001210078
A.25,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.000673199
A.26,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.001018593
A.27,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.010809181
A.28,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.006624366
A.29,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.016760954
A.30,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.001211583
A.31,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.010305153
A.32,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.023782081
A.33,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.006843667
A.34,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.010334125
A.35,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.018802301
A.36,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.002027926
A.37,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.021292421
A.38,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.001142709
A.39,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.016566947
A.40,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.027628077
A.41,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.005783812
A.42,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.007537269
A.43,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.014724853
A.44,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.012306624
A.45,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.006149497
A.46,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.014004242
A.47,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.030771637
A.48,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.033093024
A.49,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.039449415
A.50,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.003696119
A.51,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.001823969
A.52,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.006318571
A.53,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.007016779
A.54,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,0.000722751
A.55,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.021911789
A.56,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.033419409
A.57,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.016344244
A.58,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.024198076
A.59,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.014867141
A.60,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.021447781
A.61,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.016256379
A.62,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.031812365
A.63,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.016481693
A.64,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.021521498
A.65,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.003793393
A.66,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,1-H-O,0,-0.035298311
A.3,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.012438261
A.4,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.062832312
A.5,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.093210035
A.6,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.108816781
A.7,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.059337467
A.8,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.065043138
A.9,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.083713877
A.10,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.085464141
A.11,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.129149512
A.12,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.126916622
A.13,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.063586129
A.14,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.10019888
A.15,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.102440745
A.16,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.095267501
A.17,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.085538597
A.18,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.087589895
A.66,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.005774537
A.67,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.01813688
A.68,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.022302957
A.69,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.00542613
A.70,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.009093312
A.71,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.007856298
A.72,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.001420278
A.73,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.002221118
A.74,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.002062848
A.75,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.00635061
A.76,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.023231729
A.77,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.024188414
A.78,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.035027284
A.79,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.013373688
A.80,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.129340349
A.81,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.012489675
A.82,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.005257251
A.83,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.018966388
A.84,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.00139325
A.85,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.017785366
A.86,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.017017398
A.87,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.008022236
A.88,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.012143007
A.89,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.009432983
A.90,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.008220253
A.91,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.014238085
A.92,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.011133315
A.93,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.018083264
A.94,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.038230624
A.95,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.00108122
A.96,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.0018841
A.97,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.014988006
A.98,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.024413468
A.99,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.000829666
A.100,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.038086245
A.101,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.014761716
A.102,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.014151605
A.103,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.065020065
A.104,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.003170418
A.105,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.021264931
A.106,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.006842384
A.124,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.015252844
A.125,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.029920784
A.126,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.005000232
A.127,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.002245087
A.128,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.003047868
A.129,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.019283084
A.130,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.018706878
A.131,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.027902482
A.132,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.001992509
A.133,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.011274999
A.134,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.00637001
A.135,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.000898935
A.136,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.004913974
A.137,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.014617228
A.138,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.016207398
A.139,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.002336503
A.140,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.009976848
A.141,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.00809298
A.142,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.033483635
A.143,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.012876812
A.144,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.001185352
A.145,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.006445597
A.146,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.013792727
A.2,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.08074496
A.3,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.063288764
A.4,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.260439956
A.5,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.086590752
A.6,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.213348157
A.7,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.083913452
A.8,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.077023584
A.9,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.084987003
A.10,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.079714991
A.11,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.076194342
A.12,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.064174367
A.13,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.072625192
A.14,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.244913492
A.15,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.109233694
A.16,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.235612026
A.17,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.086520834
A.18,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.094957593
A.19,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.048378422
A.20,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.091413472
A.21,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.070758116
A.22,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.080528001
A.23,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.086331929
A.24,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.075766009
A.25,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.043807579
A.26,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.038844701
A.27,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.037210533
A.28,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.039968563
A.29,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.082732307
A.30,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.101691221
A.31,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.030695816
A.32,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.059225655
A.33,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.056344424
A.34,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.071600273
A.35,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.050487434
A.36,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.006126749
A.54,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.008476176
A.55,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.000154052
A.56,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.012504832
A.57,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.025096518
A.58,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.026867821
A.59,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.055800468
A.60,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.025666686
A.61,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.030083916
A.62,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.010292887
A.63,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.017390977
A.64,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.00821235
A.65,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.01680727
A.66,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.001751507
A.67,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.019630188
A.68,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.020914943
A.69,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.003952722
A.70,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.006181037
A.71,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.005036035
A.72,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.038619684
A.73,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.006926353
A.74,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.002161764
A.94,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.015273872
A.95,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.031824854
A.96,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.016519986
A.97,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.005797009
A.98,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.005101502
A.99,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.01102161
A.100,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.014018039
A.101,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.014717158
A.102,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.003594289
A.103,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.01860075
A.104,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.004716917
A.105,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.005615009
A.106,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.013294495
A.107,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.003322072
A.108,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.032220519
A.109,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.025072322
A.110,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.025025027
A.111,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.007517075
A.112,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.006677841
A.113,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.028711671
A.114,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.011910303
A.115,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.015890452
A.116,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.004018777
A.117,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.023696295
A.118,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.008109232
A.119,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.01286804
A.120,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.027109577
A.121,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.008947568
A.122,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.004558675
A.123,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.014114857
A.124,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.014018191
A.125,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.027207502
A.126,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.006812856
A.127,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.005268885
A.128,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.007857118
A.129,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,0.010084191
A.130,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.011894642
A.131,Puglia,Olive,Olive_Rainfed,Puglia_Rainfed,4P,3-Xf-I,0,-0.021100734
